菜品名称,有效匹配食材数,总重量(g),参与计算的成分明细,能量(kJ),蛋白质(g),脂肪(g),碳水化合物(g),膳食纤维(g),维生素C(mg),钙(mg),钠(mg)
藕泥,10,20.0,山药[薯蓣，大薯](鲜):2.0g | 藕粉:2.0g | 猪肉(肋条肉):2.0g | 酱油(均值):2.0g | 大蒜[蒜头](鲜):2.0g | 油面筋:2.0g | 盐水鸭(熟):2.0g | 料酒:2.0g | 甘薯粉[地瓜粉]:2.0g | 油（橄榄油):2.0g,269.36,1.36,4.22,5.35,0.0,0.24,4.42,155.39
鲍鱼蒸蛋,6,416.0,蛋（鸡蛋，均值):200.0g | 鲍鱼[杂色鲍]:200.0g | 盐水鸭(熟):3.0g | 豆腐(北):5.0g | 油（胡麻油):3.0g | 油饼:5.0g,2164.83,53.3,24.37,21.1,0.0,0.0,653.59,4362.13
冰糖猪蹄,8,110.0,猪蹄:10.0g | 奶糖:10.0g | 豆角:10.0g | 老抽:25.0g | 细香葱[香葱，四季葱]:25.0g | 生抽:10.0g | 料酒:10.0g | 精盐:10.0g,485.3,5.87,2.72,16.87,0.0,5.3,36.65,6356.86
清炒胡萝卜丝,5,48.0,胡萝卜(红)[金笋，丁香萝卜]:2.0g | 大葱:1.0g | 茶树菇(干)[柱状田头菇、油茶菇]:15.0g | 烧饼(加糖):15.0g | 油（茶油):15.0g,943.82,4.7,15.7,18.06,2.31,0.43,9.93,11.86
牛肉饺子,3,460.0,牛肉(肥瘦)(均值):400.0g | 洋葱[葱头](鲜):50.0g | 大葱:10.0g,2211.4,80.32,16.93,13.15,0.0,5.7,106.9,339.48
红糖松糕,4,310.0,籼米粉[排米粉]:100.0g | 糯米[江米](均值):100.0g | 糖（红糖）:50.0g | 水面筋:60.0g,4186.4,29.15,1.16,215.48,0.0,0.0,156.1,35.95
虾爆鳝,12,120.0,虾米[海米，虾仁]:10.0g | 鱼（黄鳝）[鳝鱼]:10.0g | 小麦粉(标准粉):10.0g | 三明治(夹鸡肉片，无调料酱):10.0g | 大蒜[蒜头](鲜):10.0g | 酒枣:10.0g | 生抽:10.0g | 烧饼(加糖):10.0g | 盐水鸭(熟):10.0g | 藕粉:10.0g | 醋栗[灯笼果]:10.0g | 油饼:10.0g,1115.5,13.07,7.39,37.03,0.0,3.99,93.1,1410.06
广式腊肠饭,7,258.0,腊肠:10.0g | 籼米(标准)[机米]:5.0g | 蛋（鸡蛋，均值):200.0g | 胡萝卜(红)[金笋，丁香萝卜]:1.0g | 盐水鸭(熟):2.0g | 香菇片:10.0g | 酱油(均值):30.0g,1771.56,32.21,24.25,20.41,2.08,0.33,136.52,2399.03
炒粉肠,10,100.0,酸白菜[酸菜]:10.0g | 细香葱[香葱，四季葱]:10.0g | 玉兰片:10.0g | 料酒:10.0g | 细香葱[香葱，四季葱]:10.0g | 小米:10.0g | 大蒜[蒜头](鲜):10.0g | 甜椒[灯笼椒，柿子椒]:10.0g | 油饼:10.0g | 生抽:10.0g,463.9,3.62,2.77,18.59,0.0,11.0,36.8,729.94
黑森林蛋糕卷,10,742.0,蛋（鸡蛋，均值):200.0g | 可可粉:30.0g | 藕粉:85.0g | 玉米油:64.0g | 牛奶(草莓味，卡夫牌):94.0g | 糖（白砂糖）:55.0g | 乳品（奶油）:200.0g | 樱桃:2.0g | 樱桃:2.0g | 柠檬:10.0g,13839.72,37.13,280.56,168.78,0.0,2.6,264.5,843.23
胡萝卜发糕,7,427.0,胡萝卜(红)[金笋，丁香萝卜]:1.0g | 小麦粉(标准粉):250.0g | 蛋（鸡蛋，均值):100.0g | 藕粉:3.0g | 酵母(鲜):3.0g | 糖（绵白糖）:40.0g | 水面筋:30.0g,5211.09,48.48,12.58,233.65,0.0,0.13,159.53,146.0
红豆酒酿,7,136.5,豆浆:100.0g | 藕粉:1.5g | 白葡萄酒:15.0g | 红豆沙:15.0g | 香蕉[甘蕉]:1.0g | 糖（白砂糖）:2.0g | 奶粉(全脂羊乳粉):2.0g,347.76,2.88,1.22,15.67,0.0,0.08,16.14,7.36
豆包,10,784.0,藕粉:100.0g | 藕粉:150.0g | 可可粉:30.0g | 酵母(干):4.0g | 糖（白砂糖）:35.0g | 蛋黄（鸡蛋黄）:150.0g | 乳品（奶油）:120.0g | 巧克力:50.0g | 椰子:25.0g | 巧克力:120.0g,15853.9,40.62,232.48,390.42,0.0,1.5,427.44,641.95
彩色凉皮,6,341.0,藕粉:300.0g | 胡萝卜(红)[金笋，丁香萝卜]:25.0g | 黄瓜[胡瓜](鲜):2.0g | 红心萝卜:10.0g | 三明治(夹鸡肉片，无调料酱):2.0g | 油（辣椒油):2.0g,4910.74,1.25,2.38,282.66,0.0,5.53,41.74,65.78
甜粿,3,366.0,糯米[江米](均值):350.0g | 油饼:10.0g | 酒枣:6.0g,5403.64,26.44,5.8,280.43,0.0,0.0,100.1,62.55
韭菜鸡蛋虾仁,12,2112.0,小麦粉(标准粉):500.0g | 水面筋:280.0g | 韭菜:10.0g | 蛋（鸡蛋，均值):300.0g | 大麦[元麦]:1000.0g | 虾皮:10.0g | 胡椒粉:2.0g | 胡椒粉:2.0g | 盐水鸭(熟):2.0g | 料酒:2.0g | 油面筋:2.0g | 油（橄榄油):2.0g,24977.34,268.27,51.55,1148.49,0.0,2.4,1300.24,995.92
杏仁桃酥,5,190.0,藕粉:80.0g | 杏:20.0g | 糖（白砂糖）:30.0g | 蛋（鸡蛋，均值):30.0g | 油饼:30.0g,2493.9,6.7,9.53,119.75,0.0,0.8,45.8,220.42
清炒莴笋,2,4.0,小米:2.0g | 味精:2.0g,53.4,0.98,0.07,2.03,0.0,0.0,2.82,163.29
猪肉酱,6,1415.0,猪肉(肥):500.0g | 甜面酱:300.0g | 剁辣椒:280.0g | 洋葱[葱头](鲜):60.0g | 花生油:25.0g | 豆油:250.0g,29110.0,33.08,721.05,121.14,16.52,4.8,177.1,13245.82
火锅汤底,10,315.0,茄子(均值):100.0g | 洋葱[葱头](鲜):50.0g | 姜[黄姜](鲜):2.0g | 盐水鸭(熟):2.0g | 烧饼(加糖):2.0g | 酱鸭:25.0g | 胡椒粉:2.0g | 奶片:30.0g | 鸡精:2.0g | 小米:100.0g,2687.65,20.29,14.74,107.57,0.01,10.58,163.16,721.22
凉拌手撕鸡,9,90.0,鸡腿:10.0g | 洋葱[葱头](鲜):10.0g | 香菜[芫荽](鲜):10.0g | 青蒜:10.0g | 油（辣椒油):10.0g | 生抽:10.0g | 香大米:10.0g | 鸡精:10.0g | 花椒:10.0g,861.3,5.62,12.66,19.28,0.07,7.2,82.6,2544.46
葡萄干玛芬,9,602.0,玉米淀粉:100.0g | 小麦粉(标准粉):100.0g | 葡萄干:60.0g | 蛋（鸡蛋，均值):100.0g | 糖（红糖）:50.0g | 黄油:30.0g | 玉米油:60.0g | 牛奶(草莓味，卡夫牌):100.0g | 藕粉:2.0g,8914.68,30.67,102.56,272.2,0.0,3.0,303.96,202.96
烧小黄鱼,8,501.0,油条:350.0g | 玉兰片:30.0g | 奶片:20.0g | 辣椒(红，尖，干):50.0g | 料酒:25.0g | 老抽:15.0g | 烧饼(加糖):10.0g | 盐水鸭(熟):1.0g,7005.91,37.32,72.28,232.16,0.0,1.3,106.15,3212.6
一品豆腐,4,130.0,蛋（鸡蛋，均值):100.0g | 豆腐(内酯):10.0g | 洋葱圈:10.0g | 剁辣椒:10.0g,838.1,14.37,11.17,11.06,0.77,0.0,71.7,428.36
法式烤羊排,13,49.0,鱼排:2.0g | 香肠:2.0g | 香肠:2.0g | 柠檬:25.0g | 油（橄榄油):2.0g | 海带[江白菜](鲜):2.0g | 胡椒粉:2.0g | 蘑菇(鲜蘑):2.0g | 青豆[青大豆](干):2.0g | 沙果:2.0g | 马铃薯[土豆，洋芋]:2.0g | 洋葱[葱头](鲜):2.0g | 大蒜[蒜头](鲜):2.0g,304.79,2.56,4.36,6.29,0.0,6.44,32.67,101.36
清汤牛腩,3,160.0,牛蒡叶(鲜):10.0g | 番茄[西红柿]:100.0g | 马铃薯[土豆，洋芋]:50.0g,267.5,2.37,0.38,13.11,0.0,35.0,38.2,6.35
涮锅,11,633.0,芝麻酱:150.0g | 油面筋:30.0g | 盐水鸭(熟):15.0g | 生抽:45.0g | 腐乳(白)[酱豆腐]:1.0g | 芝麻油[香油]:30.0g | 烧饼(加糖):20.0g | 凉粉:300.0g | 鸡精:10.0g | 香菜[芫荽](鲜):2.0g | 醋栗[灯笼果]:30.0g,6753.47,45.21,122.32,92.34,0.07,9.36,1823.23,5106.88
榴莲雪梅娘,9,395.0,糯米[江米](均值):100.0g | 玉米淀粉:30.0g | 小麦粉(标准粉):10.0g | 牛奶(草莓味，卡夫牌):175.0g | 糖（白砂糖）:40.0g | 玉米油:10.0g | 油饼:10.0g | 榴莲:10.0g | 糖（白砂糖）:10.0g,4102.7,14.55,18.97,186.26,0.17,0.28,186.1,111.11
椰汁西米水果捞,5,378.0,籼米(标准)[机米]:100.0g | 豆浆:1.0g | 牛奶(草莓味，卡夫牌):225.0g | 烧饼(加糖):50.0g | 果冻(草莓水果冻):2.0g,2864.19,18.0,8.41,133.18,0.0,0.0,213.8,97.42
百合炒肉,2,210.0,猪肉(肥瘦)(均值):200.0g | 白瓜:10.0g,3273.9,26.49,74.0,5.06,0.0,1.6,12.6,118.9
芝士派,15,573.0,糜子(带皮):10.0g | 藕粉:90.0g | 黄油:60.0g | 杏:18.0g | 藕粉:15.0g | 蛋黄（鸡蛋黄）:25.0g | 草莓酱:10.0g | 奶酪(光明牌):125.0g | 糖（白砂糖）:32.0g | 藕粉:3.5g | 玉米淀粉:2.5g | 蛋清肠:53.0g | 蛋黄（鸡蛋黄）:4.0g | 乳品（奶油）:115.0g | 柠檬:10.0g,11757.81,34.96,226.33,164.62,0.0,3.02,682.06,2966.05
牛肉土豆片,6,140.0,马铃薯[土豆，洋芋]:50.0g | 牛肉(肥瘦)(均值):50.0g | 盐水鸭(熟):10.0g | 花椒:10.0g | 藕粉:10.0g | 大葱:10.0g,861.4,13.47,5.73,26.48,0.0,15.2,84.1,205.5
拜拜蛋糕,7,547.0,蛋（鸡蛋，均值):250.0g | 小麦粉(标准粉):100.0g | 烧饼(加糖):75.0g | 色拉油:40.0g | 牛奶(草莓味，卡夫牌):70.0g | 盐水鸭(熟):2.0g | 柠檬:10.0g,5672.47,52.78,67.74,135.51,0.0,2.2,281.35,431.84
烤火腿肠,6,60.0,火腿肠:10.0g | 奶酪[干酪]:10.0g | 花椒:10.0g | 油饼:10.0g | 青蒜:10.0g | 猪肉松(均值):10.0g,706.3,8.01,7.75,18.39,0.0,1.6,155.8,245.4
脆皮甜筒,7,231.0,蛋清肠:50.0g | 小麦粉(标准粉):48.0g | 烧饼(加糖):35.0g | 黄油:35.0g | 可可粉:30.0g | 小米:1.0g | 牛奶(草莓味，卡夫牌):32.0g,3566.53,22.14,50.67,80.57,0.0,0.0,105.55,625.07
片儿川,15,1362.0,奶片:10.0g | 豆腐丝:100.0g | 芥菜[雪里红，雪菜](鲜):1.0g | 枣(鲜):350.0g | 料酒:10.0g | 味精:10.0g | 咸肉:10.0g | 豆腐丝:100.0g | 小米:1.0g | 豆腐干(均值):40.0g | 枣(鲜):350.0g | 料酒:10.0g | 味精:10.0g | 凉面:350.0g | 油饼:10.0g,8910.64,85.94,38.48,363.32,0.0,1701.81,750.21,2434.28
面包蛋糕,1,100.0,法式牛角面包:100.0g,1587.0,8.4,14.3,54.6,0.0,0.0,83.0,352.3
排骨烧,10,741.0,酱排骨:500.0g | 大白菜(均值):25.0g | 花椒:1.0g | 蛇瓜[蛇豆，大豆角]:100.0g | 细香葱[香葱，四季葱]:20.0g | 玉兰片:30.0g | 烧饼(加糖):15.0g | 料酒:15.0g | 生抽:30.0g | 老抽:5.0g,8070.45,114.8,134.25,70.98,0.0,14.85,299.19,6455.92
意大利千层面,13,311.0,虾皮:10.0g | 茄子(圆):10.0g | 南瓜粉:10.0g | 酱鸭:10.0g | 牛肉(肥瘦)(均值):100.0g | 番茄[西红柿]:100.0g | 洋葱圈:10.0g | 胡椒粉:2.0g | 大蒜[蒜头](鲜):10.0g | 盐水鸭(熟):2.0g | 油（橄榄油):2.0g | 马肉:35.0g | 料酒:10.0g,1513.8,35.1,13.01,26.75,0.18,20.5,171.49,854.42
蘑菇炒油菜,7,70.0,油菜:10.0g | 蘑菇(鲜蘑):10.0g | 花生油:10.0g | 大蒜[蒜头](鲜):10.0g | 盐水鸭(熟):10.0g | 烧饼(加糖):10.0g | 藕粉:10.0g,858.4,3.38,12.89,19.4,0.0,4.5,23.4,171.8
酸辣鸡杂,10,1312.0,甜椒[灯笼椒，柿子椒]:250.0g | 玉兰片:50.0g | 大蒜[蒜头](鲜):3.0g | 生抽:45.0g | 料酒:30.0g | 鸡精:30.0g | 盐水鸭(熟):4.0g | 鸡肫[鸡胗]:300.0g | 豆角:500.0g | 蒜苗:100.0g,3143.48,82.26,12.43,86.99,0.21,305.71,266.37,8932.02
板栗烧肉,10,1045.0,猪肉(肥):300.0g | 栗子(鲜)[板栗]:15.0g | 油面筋:30.0g | 糖（冰糖）:20.0g | 茶汤:10.0g | 姜[黄姜](鲜):10.0g | 大葱:10.0g | 糖（冰糖）:20.0g | 酱油(均值):30.0g | 水面筋:600.0g,15147.85,159.03,274.16,138.83,0.0,5.7,512.55,1891.94
苹果天鹅,1,50.0,苹果(均值):50.0g,114.5,0.1,0.1,6.75,0.0,2.0,2.0,0.8
啤酒虾,8,1496.0,啤酒(均值):1.0g | 虾（海虾）:1000.0g | 辣椒(红，尖，干):250.0g | 玉兰片:100.0g | 青豆[青大豆](干):100.0g | 油炸豆瓣:10.0g | 细香葱[香葱，四季葱]:5.0g | 生抽:30.0g,8527.4,246.68,53.42,206.62,0.0,1.7,1745.93,4987.16
彩虹慕斯蛋糕,9,642.0,奶片:170.0g | 糖（白砂糖）:50.0g | 柠檬:10.0g | 藕粉:8.0g | 水面筋:80.0g | 乳品（奶油）:200.0g | 杏干:80.0g | 黄油:40.0g | 素鸡:4.0g,14716.26,46.32,268.56,237.19,0.0,10.7,711.2,918.06
茄子打卤面,9,122.0,茄子(均值):25.0g | 香菇[香蕈，冬菇](鲜):3.0g | 香肠:3.0g | 青豆[青大豆](干):25.0g | 黄豆酱油:45.0g | 生抽:15.0g | 盐水鸭(熟):2.0g | 烧饼(加糖):2.0g | 玉米淀粉:2.0g,675.14,13.22,5.95,15.47,0.0,1.28,71.71,3626.26
炒扁豆,6,730.0,猪肉(肥瘦)(均值):250.0g | 扁豆(干):400.0g | 青豆[青大豆](干):50.0g | 花豆(干，红):10.0g | 籼米(标准)[机米]:10.0g | 花椒:10.0g,11092.9,154.82,103.18,292.05,0.0,0.0,731.9,164.76
草莓奶酪慕斯,8,542.5,黄油:30.0g | 奶酪(光明牌):125.0g | 麦片(原味香奶):50.0g | 柠檬:15.0g | 草莓酱:100.0g | 油饼:200.0g | 草莓[洋莓，凤阳草莓]:10.0g | 奶片:12.5g,8578.3,41.92,118.13,209.68,3.15,9.62,762.32,3255.64
杏鲍菇炒肉片,5,434.0,杏鲍菇:200.0g | 三明治(夹鸡肉片，无调料酱):200.0g | 油面筋:30.0g | 生抽:2.0g | 花豆(干，红):2.0g,3315.78,37.75,40.16,72.37,0.0,9.8,101.78,1195.79
孜然牛肉粒,7,1042.0,咸肉:500.0g | 胡椒粉:10.0g | 精盐:10.0g | 奶糖:10.0g | 花椒:2.0g | 料酒:500.0g | 色拉油:10.0g,8811.0,85.34,191.04,17.47,0.0,0.0,141.98,6283.3
牛肉番茄汤,4,8.0,胡萝卜(红)[金笋，丁香萝卜]:2.0g | 牛肉(肥瘦)(均值):2.0g | 番茄[西红柿]:2.0g | 胡椒粉:2.0g,46.18,0.63,0.14,1.83,0.0,0.64,1.34,3.31
韭菜包子,9,789.0,韭菜:200.0g | 蛋（鸡蛋，均值):50.0g | 小麦粉(标准粉):500.0g | 芝麻油[香油]:15.0g | 酵母(鲜):5.0g | 烧饼(加糖):1.0g | 盐水鸭(熟):3.0g | 粉条:10.0g | 虾皮:5.0g,8735.44,69.74,28.58,389.08,0.0,48.0,322.66,399.49
猫饼干,6,275.0,藕粉:125.0g | 小麦粉(标准粉):50.0g | 黄油:60.0g | 蛋（鸡蛋，均值):30.0g | 藕粉:5.0g | 可可粉:5.0g,5241.1,11.73,62.61,161.27,0.0,0.0,67.4,80.37
裹蒸粽,15,3101.0,糯米[江米](均值):1000.0g | 蚕豆(去皮):500.0g | 油条:1.0g | 蛋黄（鸡蛋黄）:750.0g | 盐水鸭(熟):10.0g | 糖（绵白糖）:10.0g | 五香粉:2.0g | 乳鸽:1.0g | 姜(干):30.0g | 香菇[香蕈，冬菇](鲜):15.0g | 生抽:10.0g | 油面筋:10.0g | 油饼:2.0g | 料酒:10.0g | 糌粑(稞麦熟品):750.0g,41594.46,353.04,335.77,1383.76,0.0,0.15,1942.16,1356.43
酿秋葵,8,656.0,秋葵[黄秋葵，羊角豆]:1.0g | 虾（海虾）:500.0g | 料酒:25.0g | 油面筋:15.0g | 生抽:15.0g | 生抽:15.0g | 水面筋:75.0g | 藕粉:10.0g,2614.2,107.21,6.87,32.2,0.0,0.04,800.9,3510.7
宜宾燃面,8,161.0,水面筋:50.0g | 花生(鲜)[落花生，长生果]:2.0g | 韭菜:2.0g | 花豆(干，红):2.0g | 酱油(均值):45.0g | 彩椒:15.0g | 芝麻油[香油]:30.0g | 味精:15.0g,1774.12,21.15,30.61,17.3,0.49,16.36,88.51,3823.99
咖喱鱼丸,16,1383.0,海鲜味方便面(含调味料):10.0g | 辣椒(红，尖，干):200.0g | 大蒜[蒜头](鲜):200.0g | 玉米(白，干):500.0g | 咖喱粉:50.0g | 香大米:50.0g | 香肠:50.0g | 海鲜味方便面(含调味料):10.0g | 姜[黄姜](鲜):50.0g | 咖喱粉:100.0g | 油饼:10.0g | 蛇瓜[蛇豆，大豆角]:50.0g | 藕粉:30.0g | 藕粉:20.0g | 五香粉:3.0g | 茴香[小茴香](鲜):50.0g,16459.93,126.55,89.42,745.01,55.35,34.0,1175.03,1526.78
萝卜丝油墩子,9,40.0,白萝卜[莱菔](鲜):1.0g | 胡萝卜(红)[金笋，丁香萝卜]:25.0g | 胡椒粉:2.0g | 大葱:2.0g | 盐水鸭(熟):2.0g | 油（胡麻油):2.0g | 小麦粉(标准粉):2.0g | 油饼:2.0g | 水面筋:2.0g,250.59,1.67,3.11,6.54,0.0,3.8,12.3,61.64
香菇扒油菜,12,328.0,鱼腥草(根):200.0g | 酱油(均值):30.0g | 料酒:30.0g | 油面筋:15.0g | 糖（绵白糖）:5.0g | 盐水鸭(熟):2.0g | 香菇[香蕈，冬菇](鲜):6.0g | 油菜:8.0g | 油炸豆瓣:4.0g | 油饼:10.0g | 油面筋:15.0g | 盐水鸭(熟):3.0g,1623.11,16.95,11.61,66.28,23.6,8.94,197.38,2055.9
海参蒸蛋,7,235.5,海参:100.0g | 蛋（鸡蛋，均值):100.0g | 鸡蛋白:1.5g | 盐水鸭(熟):2.0g | 生抽:15.0g | 油（胡麻油):15.0g | 花豆(干，红):2.0g,1554.26,31.41,24.56,6.66,0.0,0.0,344.94,1624.79
巧克力松饼,5,295.0,巧克力:40.0g | 蛋（鸡蛋，均值):150.0g | 奶酪(光明牌):100.0g | 柠檬:3.0g | 烧饼(加糖):2.0g,3350.83,38.36,57.72,33.5,0.0,0.66,577.45,1841.25
爱心便当,5,65.0,蛋（鸡蛋，均值):2.0g | 火腿:2.0g | 洋葱[葱头](鲜):50.0g | 香菇[香蕈，冬菇](鲜):10.0g | 腊肠:1.0g,159.77,1.58,1.34,5.33,0.0,4.1,13.62,40.9
无花果汤,9,986.0,梨(均值):50.0g | 无花果:600.0g | 苹果(均值):100.0g | 玉米(鲜):9.0g | 芡实米(鲜)[鸡头米]:8.0g | 山药[薯蓣，大薯](鲜):10.0g | 酱排骨:200.0g | 茯苓夹饼:7.0g | 盐水鸭(熟):2.0g,5263.48,54.34,54.99,147.12,0.0,21.42,437.57,1727.0
土豆焖肉,11,810.0,猪肉(奶面)[硬五花]:500.0g | 马铃薯[土豆，洋芋]:100.0g | 细香葱[香葱，四季葱]:2.0g | 花椒:3.0g | 蛇瓜[蛇豆，大豆角]:50.0g | 辣椒(红，尖，干):100.0g | 盐水鸭(熟):5.0g | 糖（绵白糖）:15.0g | 酱油(均值):25.0g | 醋栗[灯笼果]:5.0g | 油面筋:5.0g,9132.12,89.64,168.14,105.01,0.0,30.68,186.35,1788.17
烧鱿鱼,5,400.0,乌贼(鲜)[鱿鱼，台湾枪乌贼，枪:100.0g | 玉兰片:23.0g | 小米:2.0g | 辣椒(红，尖，干):225.0g | 辣椒(红，尖，干):50.0g,3803.62,59.43,34.75,150.71,0.0,0.23,87.48,121.52
牛肉酱拌面,6,579.0,凉面:500.0g | 细香葱[香葱，四季葱]:2.0g | 酱油(均值):30.0g | 牛肉酱(阿香婆):30.0g | 糖（绵白糖）:15.0g | 青稞:2.0g,4532.91,27.77,21.47,192.67,0.0,0.28,44.54,2925.59
豆乳布丁,5,1108.0,豆浆:1000.0g | 藕粉:16.0g | 黄豆粉:2.0g | 糖（白砂糖）:50.0g | 炼乳(甜，罐头):40.0g,2348.62,21.89,10.85,98.74,0.0,0.8,212.22,116.76
意大利蝴蝶面,4,40.0,挂面(均值):10.0g | 番茄[西红柿]:10.0g | 洋葱[葱头](鲜):10.0g | 盐水鸭(熟):10.0g,302.9,2.89,2.71,9.14,0.0,2.7,6.1,175.14
大饼干,9,428.0,黄油:50.0g | 小麦粉(标准粉):50.0g | 海带[江白菜](鲜):2.0g | 饼干(苏打夹心):1.0g | 油饼:50.0g | 水面筋:15.0g | 牛奶(草莓味，卡夫牌):30.0g | 藕粉:200.0g | 全脂加糖奶粉:30.0g,7401.33,21.84,69.33,263.89,0.05,0.0,256.48,479.65
炸土豆条,4,207.0,马铃薯[土豆，洋芋]:200.0g | 油饼:2.0g | 盐水鸭(熟):3.0g | 番茄酱:2.0g,735.74,4.75,1.65,35.67,0.0,54.0,17.78,64.32
白糖拌西红柿,2,150.0,番茄[西红柿]:100.0g | 糖（绵白糖）:50.0g,927.5,0.95,0.2,53.45,0.0,19.0,13.0,6.0
奥尔良鸡肉披萨,3,40.0,酱鸭:10.0g | 鸡腿:10.0g | 新奥尔良鸡翅(肯德基):20.0g,386.6,7.91,5.9,1.99,0.0,0.0,4.6,357.23
椒盐饼,5,2752.0,水面筋:250.0g | 油饼:500.0g | 小麦粉(标准粉):1750.0g | 烧饼(加糖):250.0g | 大葱:2.0g,38950.28,314.28,146.26,1687.63,0.0,0.34,1090.58,3110.6
泡椒鸡杂,15,37.0,彩椒:10.0g | 大蒜[蒜头](鲜):2.0g | 姜[黄姜](鲜):2.0g | 姜[黄姜](鲜):2.0g | 豇豆:2.0g | 扁豆[月亮菜]:2.0g | 蒜苗:2.0g | 大蒜[蒜头](鲜):2.0g | 辣椒(红，尖，干):2.0g | 花椒:2.0g | 酒枣:1.0g | 生抽:2.0g | 鸡精:2.0g | 凉面:2.0g | 花豆(干，红):2.0g,167.39,1.75,0.61,7.91,0.34,12.18,20.47,511.82
肉蒸蛋,2,400.0,扇贝(干)[干贝]:300.0g | 蛋清肠:100.0g,4518.0,179.3,30.0,21.1,0.0,0.0,257.0,2062.4
沙枣玉米窝头,8,161.0,金瓜:30.0g | 小麦粉(标准粉):50.0g | 玉米面(白):30.0g | 红豆沙:25.0g | 蛋（鸡蛋，均值):10.0g | 糖（绵白糖）:8.0g | 蜂蜜:5.0g | 酵母(鲜):3.0g,1739.82,10.71,3.13,86.71,0.0,0.75,35.5,22.28
玫瑰花卷,4,263.0,藕粉:100.0g | 水面筋:150.0g | 奶糖:10.0g | 酵母(鲜):3.0g,2675.83,35.78,0.81,120.62,0.0,0.0,127.27,55.96
卤水猪耳朵,11,253.0,猪耳:10.0g | 豆角:10.0g | 糜子(带皮):2.0g | 生抽:25.0g | 糖（绵白糖）:2.0g | 奶片:60.0g | 糜子(带皮):2.0g | 料酒:30.0g | 玉兰片:60.0g | 香玉苹果:50.0g | 盐水鸭(熟):2.0g,1712.81,14.0,14.11,60.3,0.0,8.4,204.08,1826.17
蛋黄豆腐,3,900.0,豆腐花[豆腐粉]:500.0g | 蛋黄（鸡蛋黄）:300.0g | 鸡胸脯肉:100.0g,13132.0,115.0,102.6,434.2,0.0,0.0,1214.0,199.1
鸡小腿,8,632.0,鸡翅:500.0g | 料酒:45.0g | 生抽:30.0g | 盐水鸭(熟):2.0g | 洋葱[葱头](鲜):25.0g | 烧饼(加糖):10.0g | 小麦粉(富强粉，特一粉):10.0g | 油饼:10.0g,4594.82,91.8,62.21,43.34,0.0,2.0,69.7,2386.93
山药炒肉,10,245.0,山药[薯蓣，大薯](鲜):1.0g | 羊肉(肥瘦)(均值):150.0g | 大葱:1.0g | 三明治(夹鸡肉片，无调料酱):10.0g | 酱油(均值):45.0g | 盐水鸭(熟):2.0g | 藕粉:30.0g | 小麦粉(标准粉):2.0g | 胡椒粉:2.0g | 五香粉:2.0g,2102.49,33.21,23.58,39.29,0.0,0.71,49.33,2799.48
桑葚酱,4,1175.0,桑葚(均值):1000.0g | 柠檬:25.0g | 糖（白砂糖）:50.0g | 糖（冰糖）:100.0g,4986.25,17.27,4.3,288.8,0.0,5.5,428.25,23.17
番茄牛肉酱,13,377.0,海鲜味方便面(含调味料):10.0g | 柿:2.0g | 牛肉(肥瘦)(均值):200.0g | 凉面:2.0g | 海鲜味方便面(含调味料):10.0g | 油炸豆瓣:5.0g | 洋葱[葱头](鲜):100.0g | 三明治(夹鸡肉片，无调料酱):10.0g | 油（橄榄油):2.0g | 黄油:30.0g | 盐水鸭(熟):2.0g | 胡椒粉:2.0g | 糖（绵白糖）:2.0g,3091.03,46.62,46.55,34.49,0.0,9.09,89.53,366.6
自酿杨梅酒,2,1150.0,杨梅[树梅，山杨梅]:750.0g | 黄米:400.0g,6897.0,44.8,7.5,357.85,0.0,67.5,105.0,18.45
炒芋头,5,378.0,猪肉(肋条肉):100.0g | 芋头[芋艿，毛芋]:250.0g | 薤白[小根蒜，山蒜，团蒜](鲜):2.0g | 辣椒(红，尖，干):25.0g | 胡椒粉:1.0g,3531.81,18.71,62.53,59.74,0.0,15.72,101.02,163.8
手卷,9,426.0,"牛油:50.0g | 米饭(蒸)(均值):300.0g | 料酒:20.0g | 白醋:30.0g | 糖（白砂糖）:10.0g | 盐水鸭(熟):2.0g | 海苔:10.0g | 葱(小葱,鲜):2.0g | 芝麻籽(白):2.0g",3558.88,11.56,48.88,94.41,4.64,19.02,85.74,325.92
茄子炖豆角,6,155.0,马铃薯[土豆，洋芋]:50.0g | 茄子(均值):50.0g | 豆角:1.0g | 番茄[西红柿]:50.0g | 花椒:2.0g | 酱油(均值):2.0g,289.13,2.27,0.48,14.65,0.0,25.68,35.39,122.67
韩式麻薯面包,7,382.0,藕粉:200.0g | 全脂加糖奶粉:5.0g | 蛋（松花蛋，鸡蛋):50.0g | 牛奶糖:70.0g | 盐水鸭(熟):2.0g | 黑芝麻汤圆:15.0g | 黄油:40.0g,6613.47,12.02,54.0,259.7,0.3,0.0,123.8,96.78
星冰乐,5,294.0,牛奶(草莓味，卡夫牌):250.0g | 小麦粉(标准粉):30.0g | 藕粉:10.0g | 冰淇淋:2.0g | 油饼:2.0g,1476.1,10.34,8.51,58.32,0.0,0.0,208.54,85.29
